utt_name,pesq,sdi,stoi,voicemos
/Users/iorife/Downloads/sorted-wavs/male_no_diac-ab-ref.wav,3.4657354,0.49289733,0.89989394,3.3027682
/Users/iorife/Downloads/sorted-wavs/male_no_diac-ab-ten.wav,4.0199666,0.3592397,0.9708012,3.331656
/Users/iorife/Downloads/sorted-wavs/ref-female-ab-ref.wav,4.065207,0.2203893,0.9646325,3.169003
/Users/iorife/Downloads/sorted-wavs/ref-male-ab-ref.wav,4.4410324,0.13739853,0.99320275,3.9641693
/Users/iorife/Downloads/sorted-wavs/ref/female-Mushra-five.wav,3.3276083,0.6500502,0.8715356,3.2026684
/Users/iorife/Downloads/sorted-wavs/ref/female-Mushra-four.wav,2.7664812,0.56285405,0.94262725,3.7031107
/Users/iorife/Downloads/sorted-wavs/ref/female-Mushra-one.wav,2.856844,0.54085463,0.9154893,3.1541297
/Users/iorife/Downloads/sorted-wavs/ref/female-Mushra-three.wav,3.734987,0.37846175,0.9508714,3.3183618
/Users/iorife/Downloads/sorted-wavs/ref/female-Mushra-two.wav,3.650461,0.28960547,0.95513177,3.2406673
/Users/iorife/Downloads/sorted-wavs/ref/male-Mushra-five.wav,2.1538558,0.618259,0.87608284,2.7692223
/Users/iorife/Downloads/sorted-wavs/ref/male-Mushra-four.wav,2.110815,0.72703576,0.89841163,3.0114565
/Users/iorife/Downloads/sorted-wavs/ref/male-Mushra-one.wav,2.319166,0.559993,0.9222059,2.905575
/Users/iorife/Downloads/sorted-wavs/ref/male-Mushra-three.wav,2.936698,0.5274296,0.9175353,3.2565606
/Users/iorife/Downloads/sorted-wavs/ref/male-Mushra-two.wav,2.523529,0.4771073,0.9307236,3.0700364
