00001.wav	-21.294837610080755	2.7010625
00002.wav	-23.02619251995817	3.845875
00003.wav	-21.35844053194395	2.8799375
00004.wav	-20.209932322654247	3.9353333333333333
00005.wav	-21.68750461935677	3.9353333333333333
00006.wav	-20.609563301253925	3.2555833333333335
00007.wav	-19.406511765506874	4.1466666666666665
00008.wav	-20.545045737268023	3.3808125
00009.wav	-19.483828972900923	3.1124791666666667
00010.wav	-19.551481211984086	3.148270833333333
00011.wav	-18.009069866911087	4.740291666666667
00012.wav	-20.199861489526914	3.5596666666666668
00013.wav	-18.200862816977367	3.7922291666666665
00014.wav	-20.279301479282193	4.364625
00015.wav	-17.68005885861103	3.4702291666666665
00016.wav	-19.466838327917575	5.920895833333334
00017.wav	-21.170068343954515	4.811833333333333
00018.wav	-21.83878943308597	5.563125
00019.wav	-19.28310398895575	4.740291666666667
00020.wav	-20.437844312574054	4.7045
00021.wav	-19.205832793052892	4.418291666666667
00022.wav	-20.13064731565301	3.9174583333333333
00023.wav	-18.768688691214553	4.293104166666667
00024.wav	-20.571287148345093	4.203645833333334
00025.wav	-21.16893421760726	5.187479166666667
00026.wav	-21.454411351983186	4.02475
00027.wav	-22.113475011829134	5.455791666666666
00028.wav	-21.575159011998718	5.169583333333334
00029.wav	-21.524709848004857	5.563125
00030.wav	-22.088573105120805	5.3484791666666665
00031.wav	-21.283663377968807	4.972833333333333
00032.wav	-19.780019428030144	3.184041666666667
00033.wav	-23.755553454685415	4.847604166666667
00034.wav	-20.595913205332682	3.828
00035.wav	-22.751203283495954	4.525604166666667
00036.wav	-21.21841566218859	5.241145833333333
00037.wav	-21.447359229631967	4.293104166666667
00038.wav	-22.63753566635932	4.507729166666667
00039.wav	-20.918732394100875	4.990708333333333
00040.wav	-21.612355445370394	3.5239166666666666
00041.wav	-21.21413307667721	4.4003958333333335
00042.wav	-21.706483453722864	3.30925
00043.wav	-21.071849938490192	3.184041666666667
00044.wav	-21.949684955190822	3.2019166666666665
00045.wav	-19.314110726648725	4.6466666666666665
00046.wav	-22.30358572528379	4.310958333333334
00047.wav	-22.89297498115761	5.044395833333334
00048.wav	-23.538369705685625	4.328875
00049.wav	-24.69729147151813	4.636541666666667
00050.wav	-21.552040764206676	4.753
00051.wav	-21.113110398202053	4.400833333333333
00052.wav	-23.429471003651745	5.0804583333333335
00053.wav	-23.893046208133033	5.2290625
00054.wav	-21.92809722601878	5.8522083333333335
00055.wav	-22.503177817707034	4.997729166666667
00056.wav	-21.542163582147058	5.259625
00057.wav	-21.461680515239618	4.2257291666666665
00058.wav	-22.785069508023557	4.3115625
00059.wav	-21.168989094106994	2.68
00060.wav	-23.14690792866363	4.190958333333334
00061.wav	-20.817095533250946	4.639083333333334
00062.wav	-21.602377099700067	4.9628958333333335
00063.wav	-22.33394383262925	4.5455625
00064.wav	-20.922196500273127	5.675645833333333
00065.wav	-19.39398502104703	4.733333333333333
00066.wav	-22.77046971211152	4.487666666666667
00067.wav	-22.83324256149086	4.486
00068.wav	-21.96027812030682	4.367104166666667
00069.wav	-22.43143195451923	5.650479166666667
00070.wav	-21.25702125851096	3.3571458333333335
00071.wav	-22.69338673770247	4.457916666666667
00072.wav	-19.730532089283127	7.153333333333333
00073.wav	-19.065110757107252	3.68
00074.wav	-19.948778652163913	4.367020833333333
00075.wav	-20.08735817355816	2.9112916666666666
00076.wav	-21.08158077178305	5.170416666666667
00077.wav	-21.543646722831834	4.57625
00078.wav	-23.362007968967006	5.703854166666667
00079.wav	-23.67131504208559	4.369125
00080.wav	-23.531964808363078	3.9523125
00081.wav	-23.99369215101335	4.7240625
00082.wav	-20.618424426161972	4.932666666666667
00083.wav	-21.612628442790765	4.488895833333333
